발생시간,발생지역,검토상태,쓰나미여부,영향도,데이터유형,규모,지역,경도,위도,진원깊이,발생일시,cluster,cluster_4,c
1637646992752,"81 km SW of Acajutla, El Salvador",reviewed,0,469,earthquake,5.5, El Salvador,-90.2559,12.9871,18.0,2021-11-23 05:56:32.752000+00:00,2,2,green
1590510874779,"Kermadec Islands, New Zealand",reviewed,0,298,earthquake,4.4, New Zealand,-177.949,-30.5438,43.75,2020-05-26 16:34:34.779000+00:00,0,3,pink
1578272012209,"119 km S of Koshima, Japan",reviewed,0,340,earthquake,4.7, Japan,130.5473,29.1554,10.0,2020-01-06 00:53:32.209000+00:00,0,0,red
1628802743777,South Sandwich Islands region,reviewed,0,400,earthquake,5.1,South Sandwich Islands region,-25.175,-58.4247,8.92,2021-08-12 21:12:23.777000+00:00,2,2,green
1579700997661,"260 km SW of Merizo Village, Guam",reviewed,0,340,earthquake,4.7, Guam,142.9917,11.5813,10.0,2020-01-22 13:49:57.661000+00:00,0,0,red
1667141106392,"31 km NNW of Kar?mganj, India",reviewed,0,271,earthquake,4.2, India,92.205,25.1215,10.0,2022-10-30 14:45:06.392000+00:00,0,0,red
1628578484071,"63 km NNW of Bahía de Caráquez, Ecuador",reviewed,0,284,earthquake,4.3, Ecuador,-80.6131,-0.0538,11.49,2021-08-10 06:54:44.071000+00:00,0,0,red
1690145526480,Arizona,reviewed,0,786,earthquake,3.8,Arizona,-112.4326,34.7508,5.0,2023-07-23 20:52:06.480000+00:00,2,2,green
1608607641031,"149 km S of Dampit, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,112.5698,-9.5505,35.0,2020-12-22 03:27:21.031000+00:00,0,3,pink
1618695944171,"98 km SSE of Adak, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-175.965,51.0898,10.0,2021-04-17 21:45:44.171000+00:00,1,1,blue
1579330752590,"2 km WNW of Tallaboa, Puerto Rico",reviewed,0,261,earthquake,4.01, Puerto Rico,-66.7378,18.0,5.0,2020-01-18 06:59:12.590000+00:00,0,0,red
1664327904523,"53 km E of Mulegé, Mexico",reviewed,0,451,earthquake,5.4, Mexico,-111.4476,26.9509,10.0,2022-09-28 01:18:24.523000+00:00,2,2,green
1677954056760,"Andreanof Islands, Aleutian Islands, Alaska",reviewed,0,168,earthquake,3.3, Aleutian Islands,-176.5667,51.0152,35.0,2023-03-04 18:20:56.760000+00:00,1,1,blue
1658238201628,West Chile Rise,reviewed,0,369,earthquake,4.9,West Chile Rise,-86.9263,-41.4488,10.0,2022-07-19 13:43:21.628000+00:00,2,2,green
1622386587097,"63 km NW of Yonakuni, Japan",reviewed,0,312,earthquake,4.5, Japan,122.5849,24.8971,7.85,2021-05-30 14:56:27.097000+00:00,0,0,red
1669799783049,"Java, Indonesia",reviewed,0,246,earthquake,4.0, Indonesia,107.1168,-8.3202,45.589,2022-11-30 09:16:23.049000+00:00,0,3,pink
1599106715000,Iceland region,reviewed,0,284,earthquake,4.3,Iceland region,-19.1251,68.0156,10.0,2020-09-03 04:18:35+00:00,0,0,red
1672214868265,off the coast of Washington,reviewed,0,234,earthquake,3.9,off the coast of Washington,-128.9233,47.8402,12.086,2022-12-28 08:07:48.265000+00:00,1,0,red
1605442572905,"136 km SSE of Sand Point, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-159.6483,54.2088,25.71,2020-11-15 12:16:12.905000+00:00,1,1,blue
1671894780398,"107 km SSE of Sand Point, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-159.7381,54.4724,20.113,2022-12-24 15:13:00.398000+00:00,1,1,blue
1673841096117,"172 km ENE of Lospalos, Timor Leste",reviewed,0,284,earthquake,4.3, Timor Leste,128.4394,-7.9049,63.352,2023-01-16 03:51:36.117000+00:00,0,3,pink
1640434004948,"Pulau Pulau Tanimbar, Indonesia",reviewed,0,326,earthquake,4.6, Indonesia,130.2753,-7.6252,32.94,2021-12-25 12:06:44.948000+00:00,0,3,pink
1663331589373,"201 km N of Qalans?yah, Yemen",reviewed,0,354,earthquake,4.8, Yemen,53.6239,14.5098,10.0,2022-09-16 12:33:09.373000+00:00,0,0,red
1618307687749,South Sandwich Islands region,reviewed,0,354,earthquake,4.8,South Sandwich Islands region,-24.4262,-57.7149,10.0,2021-04-13 09:54:47.749000+00:00,0,0,red
1620811955510,"288 km SE of Attu Station, Alaska",reviewed,0,354,earthquake,4.8, Alaska,176.5874,51.319,10.0,2021-05-12 09:32:35.510000+00:00,0,0,red
1658516381499,south of Alaska,reviewed,0,199,earthquake,3.6,south of Alaska,-155.1449,53.8577,17.916,2022-07-22 18:59:41.499000+00:00,1,1,blue
1621890918761,"160 km NNW of Turbat, Pakistan",reviewed,0,284,earthquake,4.3, Pakistan,62.7334,27.4192,10.0,2021-05-24 21:15:18.761000+00:00,0,0,red
1672151603390,"14 km S of Fern Forest, Hawaii",reviewed,0,182,earthquake,3.34, Hawaii,-155.112,19.3361666666667,7.09,2022-12-27 14:33:23.390000+00:00,1,1,blue
1653807632416,"74 km ENE of Namie, Japan",reviewed,0,298,earthquake,4.4, Japan,141.817,37.6575,58.56,2022-05-29 07:00:32.416000+00:00,0,3,pink
1625313487060,southeast Indian Ridge,reviewed,0,518,earthquake,5.8,southeast Indian Ridge,92.1043,-43.4115,10.0,2021-07-03 11:58:07.060000+00:00,2,2,green
1587846881216,"43 km SW of Iquique, Chile",reviewed,0,200,earthquake,3.6, Chile,-70.4459,-20.4873,27.28,2020-04-25 20:34:41.216000+00:00,1,1,blue
1601690221638,"76 km ENE of Kokopo, Papua New Guinea",reviewed,0,298,earthquake,4.4, Papua New Guinea,152.9384,-4.1828,45.9,2020-10-03 01:57:01.638000+00:00,0,3,pink
1658072666540,"13km SE of Bodfish, CA",reviewed,0,257,earthquake,3.8,California,-118.3865,35.5126667,4.66,2022-07-17 15:44:26.540000+00:00,1,0,red
1663213236298,"51 km NNE of Kon Tum, Vietnam",reviewed,0,298,earthquake,4.4, Vietnam,108.24,14.7609,10.226,2022-09-15 03:40:36.298000+00:00,0,0,red
1585588508557,"70 km W of Sardinal, Costa Rica",reviewed,0,326,earthquake,4.6, Costa Rica,-86.2886,10.431,10.0,2020-03-30 17:15:08.557000+00:00,0,0,red
1666485548102,"22 km W of Tumaco, Colombia",reviewed,0,284,earthquake,4.3, Colombia,-78.9969,1.8089,47.031,2022-10-23 00:39:08.102000+00:00,0,3,pink
1681525054567,southern East Pacific Rise,reviewed,0,340,earthquake,4.7,southern East Pacific Rise,-107.885,-34.9787,10.0,2023-04-15 02:17:34.567000+00:00,0,0,red
1631610878122,"49 km SSW of Labuan, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,105.7018,-6.8028,56.55,2021-09-14 09:14:38.122000+00:00,0,3,pink
1612841968724,"51 km ESE of Koshima, Japan",reviewed,0,385,earthquake,5.0, Japan,131.0214,30.052,35.0,2021-02-09 03:39:28.724000+00:00,2,2,green
1633634259981,"138 km ESE of Tadine, New Caledonia",reviewed,0,354,earthquake,4.8, New Caledonia,169.1902,-21.8233,10.0,2021-10-07 19:17:39.981000+00:00,0,0,red
1610169752502,"36 km E of Nikolski, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-168.3163,52.9302,47.29,2021-01-09 05:22:32.502000+00:00,0,3,pink
1586692629689,east of Severnaya Zemlya,reviewed,0,284,earthquake,4.3,east of Severnaya Zemlya,123.8382,78.9442,10.0,2020-04-12 11:57:09.689000+00:00,0,0,red
1586224335511,"11 km NNW of Coyuquilla Norte, Mexico",reviewed,0,358,earthquake,4.8, Mexico,-101.0968,17.4725,10.0,2020-04-07 01:52:15.511000+00:00,0,0,red
1647604855903,"Kermadec Islands, New Zealand",reviewed,0,354,earthquake,4.8, New Zealand,-177.6339,-30.0378,25.78,2022-03-18 12:00:55.903000+00:00,0,0,red
1599966282114,"53 km SSE of Nek?, Iran",reviewed,0,312,earthquake,4.5, Iran,53.528,36.2066,10.0,2020-09-13 03:04:42.114000+00:00,0,0,red
1686984777094,"251 km SSW of ‘Ohonua, Tonga",reviewed,0,284,earthquake,4.3, Tonga,-175.7837,-23.4787,18.351,2023-06-17 06:52:57.094000+00:00,0,0,red
1656927153341,"212 km SE of Port Blair, India",reviewed,0,340,earthquake,4.7, India,94.1744,10.3642,10.0,2022-07-04 09:32:33.341000+00:00,0,0,red
1626097709406,"Izu Islands, Japan region",reviewed,0,340,earthquake,4.7, Japan region,141.8193,32.0222,10.0,2021-07-12 13:48:29.406000+00:00,0,0,red
1627623655618,"158 km SSE of Chignik, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-157.086,55.0768,34.9,2021-07-30 05:40:55.618000+00:00,1,3,pink
1673839043263,"194 km SW of Nikolski, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-170.538,51.529,10.0,2023-01-16 03:17:23.263000+00:00,1,1,blue
1675709394341,"17 km WNW of Musabeyli, Turkey",reviewed,0,259,earthquake,4.1, Turkey,36.7256,36.9291,10.0,2023-02-06 18:49:54.341000+00:00,0,0,red
1587946377380,"90 km NW of San Antonio, Puerto Rico",reviewed,0,182,earthquake,3.44, Puerto Rico,-67.7073,19.0665,53.0,2020-04-27 00:12:57.380000+00:00,1,3,pink
1687864961653,"45 km NNE of Rabaul, Papua New Guinea",reviewed,0,340,earthquake,4.7, Papua New Guinea,152.3045,-3.8145,10.0,2023-06-27 11:22:41.653000+00:00,0,0,red
1604751339064,"188 km WSW of Adak, Alaska",reviewed,0,340,earthquake,4.7, Alaska,-179.084,51.1358,31.31,2020-11-07 12:15:39.064000+00:00,0,3,pink
1598530035628,"26 km E of North Vanlaiphai, India",reviewed,0,436,earthquake,5.3, India,93.3258,23.1636,10.0,2020-08-27 12:07:15.628000+00:00,2,2,green
1628943291603,"137 km SE of Perryville, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-157.435,55.1527,6.4,2021-08-14 12:14:51.603000+00:00,1,1,blue
1624175446540,"57 km N of Hatillo, Puerto Rico",reviewed,0,154,earthquake,3.16, Puerto Rico,-66.7378,19.001,49.0,2021-06-20 07:50:46.540000+00:00,1,1,blue
1625511965935,"138 km WSW of Naze, Japan",reviewed,0,326,earthquake,4.6, Japan,128.1255,28.0434,10.0,2021-07-05 19:06:05.935000+00:00,0,0,red
1600690887924,central East Pacific Rise,reviewed,0,326,earthquake,4.6,central East Pacific Rise,-104.2583,-3.9991,10.0,2020-09-21 12:21:27.924000+00:00,0,0,red
1620416925020,Iran-Iraq border region,reviewed,0,298,earthquake,4.4,Iran-Iraq border region,46.4434,35.2766,10.0,2021-05-07 19:48:45.020000+00:00,0,0,red
1645149099837,"26 km SW of Shizunai-furukawach?, Japan",reviewed,0,284,earthquake,4.3, Japan,142.1897,42.1375,47.6,2022-02-18 01:51:39.837000+00:00,0,3,pink
1633915315978,South Sandwich Islands region,reviewed,0,340,earthquake,4.7,South Sandwich Islands region,-25.2971,-57.9456,35.0,2021-10-11 01:21:55.978000+00:00,0,3,pink
1599377779412,Reykjanes Ridge,reviewed,0,298,earthquake,4.4,Reykjanes Ridge,-28.6033,60.7164,10.0,2020-09-06 07:36:19.412000+00:00,0,0,red
1659779339330,"65 km NE of Cruz Bay, U.S. Virgin Islands",reviewed,0,215,earthquake,3.74, U.S. Virgin Islands,-64.446,18.8268,8.0,2022-08-06 09:48:59.330000+00:00,1,1,blue
1631569777020,"121 km NE of Cruz Bay, U.S. Virgin Islands",reviewed,0,219,earthquake,3.77, U.S. Virgin Islands,-64.0463,19.1683,35.0,2021-09-13 21:49:37.020000+00:00,1,3,pink
1583936371898,"125 km ENE of Man?li, India",reviewed,0,246,earthquake,4.0, India,78.4627,32.568,10.0,2020-03-11 14:19:31.898000+00:00,0,0,red
1633604646064,Beaufort Sea,reviewed,0,158,earthquake,3.2,Beaufort Sea,-135.2136,71.4873,34.0,2021-10-07 11:04:06.064000+00:00,1,1,blue
1590145720036,"68 km SSE of Ierápetra, Greece",reviewed,0,298,earthquake,4.4, Greece,25.98,34.4296,10.0,2020-05-22 11:08:40.036000+00:00,0,0,red
1578395923540,"0 km NW of Magas Arriba, Puerto Rico",reviewed,0,762,earthquake,5.6, Puerto Rico,-66.776,18.0223,9.0,2020-01-07 11:18:43.540000+00:00,2,2,green
1608767510208,"Southern Qinghai, China",reviewed,0,271,earthquake,4.2, China,98.2416,34.0702,10.0,2020-12-23 23:51:50.208000+00:00,0,0,red
1640804899232,"18 km WNW of Dh?rchula, India",reviewed,0,312,earthquake,4.5, India,80.3449,29.9056,10.0,2021-12-29 19:08:19.232000+00:00,0,0,red
1675871398075,Central Turkey,reviewed,0,284,earthquake,4.3,Central Turkey,36.5994,37.8218,1.576,2023-02-08 15:49:58.075000+00:00,0,0,red
1647247267755,"20 km WSW of Arteaga, Mexico",reviewed,0,356,earthquake,4.8, Mexico,-102.4837,18.319,50.94,2022-03-14 08:41:07.755000+00:00,0,3,pink
1621663149396,"263 km S of Alo, Wallis and Futuna",reviewed,0,312,earthquake,4.5, Wallis and Futuna,-177.6454,-16.6504,10.0,2021-05-22 05:59:09.396000+00:00,0,0,red
1680213803564,"108 km NW of Quirihue, Chile",reviewed,0,298,earthquake,4.4, Chile,-73.5253,-35.7216,10.0,2023-03-30 22:03:23.564000+00:00,0,0,red
1609302708476,"57 km WNW of Mosteiros, Portugal",reviewed,0,326,earthquake,4.6, Portugal,-26.3921,38.1431,10.0,2020-12-30 04:31:48.476000+00:00,0,0,red
1582502307056,South Sandwich Islands region,reviewed,0,312,earthquake,4.5,South Sandwich Islands region,-26.5241,-55.7492,10.0,2020-02-23 23:58:27.056000+00:00,0,0,red
1628745939919,"71 km SSW of Adak, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-177.1266,51.3123,35.0,2021-08-12 05:25:39.919000+00:00,1,1,blue
1600666354587,"222 km SSE of Old Harbor, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-151.7181,55.41,10.0,2020-09-21 05:32:34.587000+00:00,1,1,blue
1579611942508,"100 km ESE of Scarborough, Trinidad and Tobago",reviewed,0,284,earthquake,4.3, Trinidad and Tobago,-59.9001,10.8062,33.63,2020-01-21 13:05:42.508000+00:00,0,3,pink
1656857136040,"37 km N of ?st?neh-ye Ashraf?yeh, Iran",reviewed,0,259,earthquake,4.1, Iran,49.9911,37.5957,10.0,2022-07-03 14:05:36.040000+00:00,0,0,red
1654963003324,"119 km SSE of Sand Point, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-159.5116,54.4298,10.0,2022-06-11 15:56:43.324000+00:00,1,1,blue
1583686757196,western Xizang,reviewed,0,271,earthquake,4.2,western Xizang,85.4732,32.7173,10.0,2020-03-08 16:59:17.196000+00:00,0,0,red
1647398675770,"203 km SW of Sibolga, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,97.5769,0.3553,28.07,2022-03-16 02:44:35.770000+00:00,0,0,red
1661089521615,"13 km N of Snyder, Texas",reviewed,0,162,earthquake,3.2, Texas,-100.9338081,32.83905029,3.301391602,2022-08-21 13:45:21.615000+00:00,1,1,blue
1624101754419,southeast Indian Ridge,reviewed,0,284,earthquake,4.3,southeast Indian Ridge,84.7087,-41.8856,10.0,2021-06-19 11:22:34.419000+00:00,0,0,red
1614898538412,Kermadec Islands region,reviewed,0,482,earthquake,5.6,Kermadec Islands region,-176.5251,-28.8266,10.0,2021-03-04 22:55:38.412000+00:00,2,2,green
1626219927235,"8 km SSE of Hualien City, Taiwan",reviewed,0,340,earthquake,4.7, Taiwan,121.6352,23.91,10.0,2021-07-13 23:45:27.235000+00:00,0,0,red
1638898165038,"39 km ENE of Iwaki, Japan",reviewed,0,374,earthquake,4.9, Japan,141.2939,37.1897,10.0,2021-12-07 17:29:25.038000+00:00,2,2,green
1578911879295,"5 km SW of Franklin, Canada",reviewed,0,441,earthquake,3.4, Canada,-73.9659,44.993,6.41,2020-01-13 10:37:59.295000+00:00,0,0,red
1652038993490,"28 km SSE of Finschhafen, Papua New Guinea",reviewed,0,284,earthquake,4.3, Papua New Guinea,147.9902,-6.7756,67.04,2022-05-08 19:43:13.490000+00:00,0,3,pink
1617557150006,"Kermadec Islands, New Zealand",reviewed,0,400,earthquake,5.1, New Zealand,-178.0265,-30.3789,10.0,2021-04-04 17:25:50.006000+00:00,2,2,green
1628993240970,South Sandwich Islands region,reviewed,0,326,earthquake,4.6,South Sandwich Islands region,-25.0017,-58.0822,35.0,2021-08-15 02:07:20.970000+00:00,0,3,pink
1636862271300,southern Mid-Atlantic Ridge,reviewed,0,312,earthquake,4.5,southern Mid-Atlantic Ridge,-13.7322,-26.5154,10.0,2021-11-14 03:57:51.300000+00:00,0,0,red
1659893122748,South Sandwich Islands region,reviewed,0,326,earthquake,4.6,South Sandwich Islands region,-25.4942,-58.0804,48.931,2022-08-07 17:25:22.748000+00:00,0,3,pink
1595008501075,"279 km SE of Hotan, China",reviewed,0,259,earthquake,4.1, China,82.4634,35.6354,10.0,2020-07-17 17:55:01.075000+00:00,0,0,red
1675008662225,"173 km NW of Tobelo, Indonesia",reviewed,0,340,earthquake,4.7, Indonesia,126.9662,2.8896,47.576,2023-01-29 16:11:02.225000+00:00,0,3,pink
1684490105394,southeast of the Loyalty Islands,reviewed,0,354,earthquake,4.8,southeast of the Loyalty Islands,170.457,-23.1025,12.463,2023-05-19 09:55:05.394000+00:00,0,0,red
1637616962367,"159 km S of Kokopo, Papua New Guinea",reviewed,0,385,earthquake,5.0, Papua New Guinea,152.0832,-5.7691,10.0,2021-11-22 21:36:02.367000+00:00,2,2,green
1603922311312,South Shetland Islands,reviewed,0,326,earthquake,4.6,South Shetland Islands,-58.3358,-62.3791,12.32,2020-10-28 21:58:31.312000+00:00,0,0,red
1607917808192,"241 km WSW of Adak, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-179.998,51.3222,35.0,2020-12-14 03:50:08.192000+00:00,1,1,blue
1579602262970,"3 km WSW of Tallaboa, Puerto Rico",reviewed,0,170,earthquake,3.31, Puerto Rico,-66.7438,17.9878,11.0,2020-01-21 10:24:22.970000+00:00,1,1,blue
1631678874648,"81 km W of Illapel, Chile",reviewed,0,259,earthquake,4.1, Chile,-72.0201,-31.7415,10.0,2021-09-15 04:07:54.648000+00:00,0,0,red
1604533748438,"76 km N of Antofagasta, Chile",reviewed,0,271,earthquake,4.2, Chile,-70.2553,-22.9761,46.45,2020-11-04 23:49:08.438000+00:00,0,3,pink
1673683349331,"170 km NNE of Nagqu, China",reviewed,0,284,earthquake,4.3, China,92.4784,32.9751,10.0,2023-01-14 08:02:29.331000+00:00,0,0,red
1689511214100,"66 km N of San Juan, Puerto Rico",reviewed,0,190,earthquake,3.51, Puerto Rico,-66.0898,19.0666,18.0,2023-07-16 12:40:14.100000+00:00,1,1,blue
1589903062606,"96 km S of Néa Anatolí, Greece",reviewed,0,259,earthquake,4.1, Greece,25.6022,34.14,10.0,2020-05-19 15:44:22.606000+00:00,0,0,red
1605629274401,"99 km SE of Hihifo, Tonga",reviewed,0,326,earthquake,4.6, Tonga,-173.0955,-16.5497,22.4,2020-11-17 16:07:54.401000+00:00,0,0,red
1580020171022,"137 km NW of Port-Olry, Vanuatu",reviewed,0,298,earthquake,4.4, Vanuatu,166.2331,-14.1109,10.0,2020-01-26 06:29:31.022000+00:00,0,0,red
1645306537600,"12km WSW of Petrolia, CA",reviewed,0,153,earthquake,3.14,California,-124.4191667,40.292,8.51,2022-02-19 21:35:37.600000+00:00,1,1,blue
1587383485249,"Bonin Islands, Japan region",reviewed,0,312,earthquake,4.5, Japan region,142.9115,28.2602,10.0,2020-04-20 11:51:25.249000+00:00,0,0,red
1585562957827,"147 km W of Luganville, Vanuatu",reviewed,0,284,earthquake,4.3, Vanuatu,165.8026,-15.7328,10.0,2020-03-30 10:09:17.827000+00:00,0,0,red
1628745923290,"94 km ESE of Pondaguitan, Philippines",reviewed,0,298,earthquake,4.4, Philippines,126.9949,6.1249,42.27,2021-08-12 05:25:23.290000+00:00,0,3,pink
1633241997525,"77 km W of Murghob, Tajikistan",reviewed,0,326,earthquake,4.6, Tajikistan,73.0921,38.0692,45.87,2021-10-03 06:19:57.525000+00:00,0,3,pink
1584473017160,"10 km S of Guánica, Puerto Rico",reviewed,0,146,earthquake,3.08, Puerto Rico,-66.8976,17.8803,9.0,2020-03-17 19:23:37.160000+00:00,1,1,blue
1610019828417,south of Alaska,reviewed,0,234,earthquake,3.9,south of Alaska,-150.664,53.2298,10.0,2021-01-07 11:43:48.417000+00:00,1,0,red
1580031465278,"244 km WSW of Adak, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-179.7901,50.902,10.0,2020-01-26 09:37:45.278000+00:00,1,1,blue
1585584403420,"5 km SSE of Guánica, Puerto Rico",reviewed,0,313,earthquake,4.22, Puerto Rico,-66.8906,17.9206,5.0,2020-03-30 16:06:43.420000+00:00,0,0,red
1645503458204,"46 km S of Shizunai-furukawach?, Japan",reviewed,0,298,earthquake,4.4, Japan,142.2732,41.9226,63.17,2022-02-22 04:17:38.204000+00:00,0,3,pink
1672213489736,"111 km SSE of Kuril’sk, Russia",reviewed,0,416,earthquake,5.2, Russia,148.6289,44.3818,35.0,2022-12-28 07:44:49.736000+00:00,2,2,green
1590771945120,"76 km NW of San Antonio, Puerto Rico",reviewed,0,188,earthquake,3.5, Puerto Rico,-67.658,18.9356,7.0,2020-05-29 17:05:45.120000+00:00,1,1,blue
1621369797713,South Georgia Island region,reviewed,0,312,earthquake,4.5,South Georgia Island region,-31.9951,-55.2127,10.0,2021-05-18 20:29:57.713000+00:00,0,0,red
1674014762456,"255 km SSW of Sibolga, Indonesia",reviewed,0,284,earthquake,4.3, Indonesia,97.5504,-0.2132,10.0,2023-01-18 04:06:02.456000+00:00,0,0,red
1595752015794,southern Mid-Atlantic Ridge,reviewed,0,369,earthquake,4.9,southern Mid-Atlantic Ridge,-12.6021,-22.6938,10.0,2020-07-26 08:26:55.794000+00:00,2,2,green
1585550667186,Drake Passage,reviewed,0,385,earthquake,5.0,Drake Passage,-60.1829,-56.0767,10.0,2020-03-30 06:44:27.186000+00:00,2,2,green
1684505504359,"298 km E of Vao, New Caledonia",reviewed,0,298,earthquake,4.4, New Caledonia,170.3857,-23.0061,10.0,2023-05-19 14:11:44.359000+00:00,0,0,red
1588931607317,Carlsberg Ridge,reviewed,0,298,earthquake,4.4,Carlsberg Ridge,67.3477,-0.5674,10.0,2020-05-08 09:53:27.317000+00:00,0,0,red
1684534525161,southeast of the Loyalty Islands,reviewed,0,326,earthquake,4.6,southeast of the Loyalty Islands,170.6085,-23.3058,10.0,2023-05-19 22:15:25.161000+00:00,0,0,red
1675858316031,Central Turkey,reviewed,0,259,earthquake,4.1,Central Turkey,37.2766,38.8457,10.0,2023-02-08 12:11:56.031000+00:00,0,0,red
1683041899810,"17 km WSW of Bonan, China",reviewed,0,326,earthquake,4.6, China,99.3564,25.4275,10.0,2023-05-02 15:38:19.810000+00:00,0,0,red
1607422156899,northern Mid-Atlantic Ridge,reviewed,0,340,earthquake,4.7,northern Mid-Atlantic Ridge,-28.9543,50.1213,10.0,2020-12-08 10:09:16.899000+00:00,0,0,red
1599147371451,"124 km NW of Vallenar, Chile",reviewed,0,246,earthquake,4.0, Chile,-71.7473,-27.8785,10.0,2020-09-03 15:36:11.451000+00:00,0,0,red
1594616580030,"92 km NNW of San Antonio, Puerto Rico",reviewed,0,156,earthquake,3.18, Puerto Rico,-67.4425,19.2578,19.0,2020-07-13 05:03:00.030000+00:00,1,1,blue
1607933558184,"southern Sumatra, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,102.0026,-3.9121,53.36,2020-12-14 08:12:38.184000+00:00,0,3,pink
1644150383837,"Kermadec Islands, New Zealand",reviewed,0,369,earthquake,4.9, New Zealand,-177.3213,-30.8579,10.0,2022-02-06 12:26:23.837000+00:00,2,2,green
1587859921645,"17 km SE of Emporeío, Greece",reviewed,0,272,earthquake,4.2, Greece,25.5818,36.2468,10.0,2020-04-26 00:12:01.645000+00:00,0,0,red
1649640141481,South Sandwich Islands region,reviewed,0,369,earthquake,4.9,South Sandwich Islands region,-25.5114,-58.0554,66.0,2022-04-11 01:22:21.481000+00:00,2,3,pink
1642795203172,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,178,earthquake,3.4, Aleutian Islands,178.3048,51.9614,11.08,2022-01-21 20:00:03.172000+00:00,1,1,blue
1675737980923,"97 km ESE of Sarkand, Kazakhstan",reviewed,0,259,earthquake,4.1, Kazakhstan,81.0171,45.0031,47.478,2023-02-07 02:46:20.923000+00:00,0,3,pink
1677827994899,"43 km W of Cartagena, Chile",reviewed,0,259,earthquake,4.1, Chile,-72.0744,-33.5539,21.121,2023-03-03 07:19:54.899000+00:00,0,0,red
1631766336319,"68 km WNW of Ternate, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,126.8259,1.0568,35.0,2021-09-16 04:25:36.319000+00:00,0,3,pink
1684341606784,north of Ascension Island,reviewed,0,354,earthquake,4.8,north of Ascension Island,-16.1937,-1.2497,10.0,2023-05-17 16:40:06.784000+00:00,0,0,red
1655015757740,"113 km ENE of Georgetown, Saint Helena",reviewed,0,326,earthquake,4.6, Saint Helena,-13.4131,-7.6853,10.0,2022-06-12 06:35:57.740000+00:00,0,0,red
1603155850377,"101 km SSE of Sand Point, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-159.7123,54.5423,20.79,2020-10-20 01:04:10.377000+00:00,1,1,blue
1647993342918,"63 km WNW of Cabra, Philippines",reviewed,0,326,earthquake,4.6, Philippines,119.4785,14.0389,10.0,2022-03-22 23:55:42.918000+00:00,0,0,red
1608555968897,"94 km SSE of Sand Point, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-159.7688,54.6039,27.24,2020-12-21 13:06:08.897000+00:00,1,1,blue
1624605080820,"8 km ESE of Pole Ojea, Puerto Rico",reviewed,0,162,earthquake,3.24, Puerto Rico,-67.1161,17.9328,11.0,2021-06-25 07:11:20.820000+00:00,1,1,blue
1604049636917,"89 km S of Palekastro, Greece",reviewed,0,326,earthquake,4.6, Greece,26.4286,34.4019,10.0,2020-10-30 09:20:36.917000+00:00,0,0,red
1625480315052,Carlsberg Ridge,reviewed,0,298,earthquake,4.4,Carlsberg Ridge,62.2639,4.9699,10.0,2021-07-05 10:18:35.052000+00:00,0,0,red
1594020848929,"234 km NNW of Tobelo, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,126.9811,3.5844,10.0,2020-07-06 07:34:08.929000+00:00,0,0,red
1650567933223,"138 km WNW of Tiksi, Russia",reviewed,0,259,earthquake,4.1, Russia,125.2167,72.2068,10.0,2022-04-21 19:05:33.223000+00:00,0,0,red
1681170971567,"160 km SW of Merizo Village, Guam",reviewed,0,340,earthquake,4.7, Guam,143.7389,12.141,30.67,2023-04-10 23:56:11.567000+00:00,0,3,pink
1621141632406,"119 km S of Kushiro, Japan",reviewed,0,298,earthquake,4.4, Japan,144.4866,41.9053,10.0,2021-05-16 05:07:12.406000+00:00,0,0,red
1600033465487,south of the Kermadec Islands,reviewed,0,312,earthquake,4.5,south of the Kermadec Islands,-178.7984,-32.7091,35.0,2020-09-13 21:44:25.487000+00:00,0,3,pink
1621050055635,"213 km SE of Al Ghayz?ah, Yemen",reviewed,0,312,earthquake,4.5, Yemen,53.4841,14.7588,10.0,2021-05-15 03:40:55.635000+00:00,0,0,red
1586461774890,Prince Edward Islands region,reviewed,0,298,earthquake,4.4,Prince Edward Islands region,33.6975,-46.8307,10.0,2020-04-09 19:49:34.890000+00:00,0,0,red
1595923815595,"75 km SSW of Sand Point, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-161.1244,54.761,24.85,2020-07-28 08:10:15.595000+00:00,1,1,blue
