발생시간,발생지역,검토상태,쓰나미여부,영향도,데이터유형,규모,지역,경도,위도,진원깊이,발생일시,cluster,cluster_4,c
1663380917988,"Nicobar Islands, India region",reviewed,0,312,earthquake,4.5, India region,91.4602,7.7191,10.0,2022-09-17 02:15:17.988000+00:00,0,0,red
1626052296400,Chagos Archipelago region,reviewed,0,326,earthquake,4.6,Chagos Archipelago region,68.3479,-4.6729,10.0,2021-07-12 01:11:36.400000+00:00,0,0,red
1610768216882,"118 km SSW of La Esperanza (El Zapotal), Mexico",reviewed,0,259,earthquake,4.1, Mexico,-93.704,14.5152,10.0,2021-01-16 03:36:56.882000+00:00,0,0,red
1677741818854,Near the coast of Guatemala,reviewed,0,284,earthquake,4.3,Near the coast of Guatemala,-92.8196,13.9646,25.823,2023-03-02 07:23:38.854000+00:00,0,0,red
1617404958200,Reykjanes Ridge,reviewed,0,312,earthquake,4.5,Reykjanes Ridge,-30.5427,59.4529,10.0,2021-04-02 23:09:18.200000+00:00,0,0,red
1677744570209,South Georgia Island region,reviewed,0,284,earthquake,4.3,South Georgia Island region,-31.4228,-54.7092,10.0,2023-03-02 08:09:30.209000+00:00,0,0,red
1655688693148,"58 km NE of Nanao, Japan",reviewed,0,374,earthquake,4.9, Japan,137.3302,37.4849,5.71,2022-06-20 01:31:33.148000+00:00,2,2,green
1637417026610,"50 km WSW of Wana, Pakistan",reviewed,0,246,earthquake,4.0, Pakistan,69.0845,32.1077,42.75,2021-11-20 14:03:46.610000+00:00,0,3,pink
1602442074388,"196 km WNW of Panguna, Papua New Guinea",reviewed,0,326,earthquake,4.6, Papua New Guinea,153.7854,-5.8061,10.0,2020-10-11 18:47:54.388000+00:00,0,0,red
1607274839950,"54 km NE of Cruz Bay, U.S. Virgin Islands",reviewed,0,203,earthquake,3.63, U.S. Virgin Islands,-64.4583,18.7078,58.0,2020-12-06 17:13:59.950000+00:00,1,3,pink
1628661572981,"4 km S of Loutrá Aidhipsoú, Greece",reviewed,0,285,earthquake,4.3, Greece,23.0425,38.8147,10.0,2021-08-11 05:59:32.981000+00:00,0,0,red
1628908070524,northern Mid-Atlantic Ridge,reviewed,0,326,earthquake,4.6,northern Mid-Atlantic Ridge,-43.3526,27.7395,10.0,2021-08-14 02:27:50.524000+00:00,0,0,red
1661266151251,"199 km SSW of Lajes das Flores, Portugal",reviewed,0,326,earthquake,4.6, Portugal,-31.9366,37.678,10.0,2022-08-23 14:49:11.251000+00:00,0,0,red
1583985479670,"24 km WSW of Palimbang, Philippines",reviewed,0,326,earthquake,4.6, Philippines,123.9937,6.1129,10.0,2020-03-12 03:57:59.670000+00:00,0,0,red
1634027317959,"31 km SE of Mina, Nevada",reviewed,0,188,earthquake,3.5, Nevada,-117.901,38.1602,10.3,2021-10-12 08:28:37.959000+00:00,1,1,blue
1616222632367,"217 km E of Hanga Roa, Chile",reviewed,0,340,earthquake,4.7, Chile,-107.2395,-26.973,10.0,2021-03-20 06:43:52.367000+00:00,0,0,red
1648650618986,"134 km SSW of Tomohon, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,124.5125,0.1344,69.77,2022-03-30 14:30:18.986000+00:00,0,3,pink
1615159842239,Kermadec Islands region,reviewed,0,416,earthquake,5.2,Kermadec Islands region,-176.9376,-29.6847,10.0,2021-03-07 23:30:42.239000+00:00,2,2,green
1637577059299,Mid-Indian Ridge,reviewed,0,312,earthquake,4.5,Mid-Indian Ridge,67.5298,-8.8506,10.0,2021-11-22 10:30:59.299000+00:00,0,0,red
1611390871155,"34 km NW of Finschhafen, Papua New Guinea",reviewed,0,416,earthquake,5.2, Papua New Guinea,147.668,-6.3029,38.55,2021-01-23 08:34:31.155000+00:00,2,2,green
1584180077118,Kermadec Islands region,reviewed,1,631,earthquake,6.4,Kermadec Islands region,-175.6102,-27.367,11.0,2020-03-14 10:01:17.118000+00:00,2,2,green
1663171096530,"107 km N of Cruz Bay, U.S. Virgin Islands",reviewed,0,214,earthquake,3.73, U.S. Virgin Islands,-64.744,19.2975,34.0,2022-09-14 15:58:16.530000+00:00,1,1,blue
1654196918096,"204 km SE of Katsuura, Japan",reviewed,0,298,earthquake,4.4, Japan,141.8567,33.8213,10.0,2022-06-02 19:08:38.096000+00:00,0,0,red
1648030240909,"62 km W of Manokwari, Indonesia",reviewed,0,416,earthquake,5.2, Indonesia,133.5126,-0.7656,34.59,2022-03-23 10:10:40.909000+00:00,2,2,green
1682508568159,"138 km NE of Hihifo, Tonga",reviewed,0,369,earthquake,4.9, Tonga,-172.8077,-15.1461,10.0,2023-04-26 11:29:28.159000+00:00,2,2,green
1658760063558,"133 km WNW of Naha, Japan",reviewed,0,400,earthquake,5.1, Japan,126.4579,26.7016,10.0,2022-07-25 14:41:03.558000+00:00,2,2,green
1651520897483,"Bonin Islands, Japan region",reviewed,0,298,earthquake,4.4, Japan region,142.5834,28.7102,10.0,2022-05-02 19:48:17.483000+00:00,0,0,red
1599370744596,"93 km NW of Port-Vila, Vanuatu",reviewed,0,326,earthquake,4.6, Vanuatu,167.6882,-17.1416,10.0,2020-09-06 05:39:04.596000+00:00,0,0,red
1646249448085,"138 km WNW of Naha, Japan",reviewed,0,284,earthquake,4.3, Japan,126.4352,26.7651,10.0,2022-03-02 19:30:48.085000+00:00,0,0,red
1608092693464,"96 km S of McCarthy, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-142.6514,60.5752,17.2,2020-12-16 04:24:53.464000+00:00,1,1,blue
1617561807187,"97 km SW of Altata, Mexico",reviewed,0,449,earthquake,5.4, Mexico,-108.6576,24.0532,10.0,2021-04-04 18:43:27.187000+00:00,2,2,green
1578825917756,"24 km SSE of Singkil, Indonesia",reviewed,0,369,earthquake,4.9, Indonesia,97.8435,2.0684,62.48,2020-01-12 10:45:17.756000+00:00,2,3,pink
1602762030898,"227 km SE of Chiniak, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-149.7598,56.1093,20.02,2020-10-15 11:40:30.898000+00:00,1,1,blue
1617241751036,South Shetland Islands,reviewed,0,271,earthquake,4.2,South Shetland Islands,-58.3313,-62.3285,10.0,2021-04-01 01:49:11.036000+00:00,0,0,red
1629693062776,South Sandwich Islands region,reviewed,0,326,earthquake,4.6,South Sandwich Islands region,-24.8641,-60.4546,10.0,2021-08-23 04:31:02.776000+00:00,0,0,red
1602226121920,"59 km ESE of Nikolski, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-168.1062,52.6616,30.21,2020-10-09 06:48:41.920000+00:00,1,1,blue
1645838632579,northern Mid-Atlantic Ridge,reviewed,0,416,earthquake,5.2,northern Mid-Atlantic Ridge,-42.4488,30.0963,10.0,2022-02-26 01:23:52.579000+00:00,2,2,green
1588016570432,western Indian-Antarctic Ridge,reviewed,0,312,earthquake,4.5,western Indian-Antarctic Ridge,139.8777,-51.6359,10.0,2020-04-27 19:42:50.432000+00:00,0,0,red
1589424127862,"18 km WNW of Aitape, Papua New Guinea",reviewed,0,298,earthquake,4.4, Papua New Guinea,142.2016,-3.0586,35.0,2020-05-14 02:42:07.862000+00:00,0,3,pink
1612636790358,"75 km ESE of King Cove, Alaska",reviewed,0,354,earthquake,4.8, Alaska,-161.2984,54.7289,51.01,2021-02-06 18:39:50.358000+00:00,0,3,pink
1643399246470,"2 km SSE of P?hala, Hawaii",reviewed,0,142,earthquake,3.03, Hawaii,-155.463833333333,19.1803333333333,7.11,2022-01-28 19:47:26.470000+00:00,1,1,blue
1676755114635,"162 km NNW of Palu, Indonesia",reviewed,0,326,earthquake,4.6, Indonesia,119.579,0.5305,10.0,2023-02-18 21:18:34.635000+00:00,0,0,red
1638636983156,Kermadec Islands region,reviewed,0,326,earthquake,4.6,Kermadec Islands region,-176.8306,-29.81,10.0,2021-12-04 16:56:23.156000+00:00,0,0,red
1606881710494,"53 km ENE of Tobelo, Indonesia",reviewed,0,326,earthquake,4.6, Indonesia,128.4573,1.9008,53.05,2020-12-02 04:01:50.494000+00:00,0,3,pink
1651084322857,"86 km NE of Hihifo, Tonga",reviewed,0,271,earthquake,4.2, Tonga,-173.338,-15.3075,10.0,2022-04-27 18:32:02.857000+00:00,0,0,red
1651461268349,"Izu Islands, Japan region",reviewed,0,432,earthquake,5.3, Japan region,138.7451,31.3688,10.0,2022-05-02 03:14:28.349000+00:00,2,2,green
1605264871661,"26 km NW of Stanley, Idaho",reviewed,0,286,earthquake,4.1, Idaho,-115.1906,44.3662,10.0,2020-11-13 10:54:31.661000+00:00,0,0,red
1687517783016,"14 km SSW of Kanaláki, Greece",reviewed,0,272,earthquake,4.2, Greece,20.5575,39.1031,10.0,2023-06-23 10:56:23.016000+00:00,0,0,red
1586207263840,"8 km SSE of Guánica, Puerto Rico",reviewed,0,165,earthquake,3.27, Puerto Rico,-66.8753,17.8981,15.0,2020-04-06 21:07:43.840000+00:00,1,1,blue
1654667129671,"66 km NW of La Ligua, Chile",reviewed,0,259,earthquake,4.1, Chile,-71.7794,-32.0755,35.536,2022-06-08 05:45:29.671000+00:00,0,3,pink
1612769876649,"60 km SE of Adak, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-176.1082,51.4424,33.5,2021-02-08 07:37:56.649000+00:00,1,1,blue
1686655896651,"101 km S of False Pass, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-163.3235,53.944,35.0,2023-06-13 11:31:36.651000+00:00,1,1,blue
1600468343080,South Shetland Islands,reviewed,0,354,earthquake,4.8,South Shetland Islands,-58.5811,-62.3416,10.0,2020-09-18 22:32:23.080000+00:00,0,0,red
1638877591278,"67 km WSW of Arica, Chile",reviewed,0,284,earthquake,4.3, Chile,-70.9087,-18.667,35.0,2021-12-07 11:46:31.278000+00:00,0,3,pink
1587041891298,South Sandwich Islands region,reviewed,0,326,earthquake,4.6,South Sandwich Islands region,-26.8672,-60.353,10.0,2020-04-16 12:58:11.298000+00:00,0,0,red
1654974091599,"87 km ENE of Georgetown, Saint Helena",reviewed,0,340,earthquake,4.7, Saint Helena,-13.6486,-7.7001,10.0,2022-06-11 19:01:31.599000+00:00,0,0,red
1684485732774,southeast of the Loyalty Islands,reviewed,0,354,earthquake,4.8,southeast of the Loyalty Islands,170.7541,-23.1095,10.0,2023-05-19 08:42:12.774000+00:00,0,0,red
1660646394057,"157 km SE of Kuril’sk, Russia",reviewed,0,400,earthquake,5.1, Russia,149.4882,44.394,10.0,2022-08-16 10:39:54.057000+00:00,2,2,green
1588017271054,"51 km NNE of Bamboo Flat, India",reviewed,0,298,earthquake,4.4, India,92.936,12.1157,32.59,2020-04-27 19:54:31.054000+00:00,0,3,pink
1623002116128,"75 km N of Chickaloon, Alaska",reviewed,0,248,earthquake,4.0, Alaska,-148.243,62.4669,42.0,2021-06-06 17:55:16.128000+00:00,0,3,pink
1646100772466,"51 km N of Ambunti, Papua New Guinea",reviewed,0,385,earthquake,5.0, Papua New Guinea,142.7969,-3.7491,27.4,2022-03-01 02:12:52.466000+00:00,2,2,green
1667629042776,north of Svalbard,reviewed,0,284,earthquake,4.3,north of Svalbard,18.3672,85.4682,10.0,2022-11-05 06:17:22.776000+00:00,0,0,red
1689046826777,"Andreanof Islands, Aleutian Islands, Alaska",reviewed,0,158,earthquake,3.2, Aleutian Islands,-178.4255,51.3733,29.616,2023-07-11 03:40:26.777000+00:00,1,1,blue
1656574263085,south of Africa,reviewed,0,326,earthquake,4.6,south of Africa,28.0498,-52.4191,10.0,2022-06-30 07:31:03.085000+00:00,0,0,red
1663221250299,"162 km SSW of Merizo Village, Guam",reviewed,0,259,earthquake,4.1, Guam,143.9146,11.9972,10.0,2022-09-15 05:54:10.299000+00:00,0,0,red
1671888279123,"53 km NNE of Tabas, Iran",reviewed,0,434,earthquake,5.3, Iran,57.1703,34.0313,10.0,2022-12-24 13:24:39.123000+00:00,2,2,green
1588570574234,"54 km ENE of Aksu, China",reviewed,0,271,earthquake,4.2, China,80.8991,41.3296,10.0,2020-05-04 05:36:14.234000+00:00,0,0,red
1637967871171,"54 km NW of Toyah, Texas",reviewed,0,168,earthquake,3.3, Texas,-104.2571297,31.6078032,6.774267578,2021-11-26 23:04:31.171000+00:00,1,1,blue
1644213773356,"225 km WSW of Riverton, New Zealand",reviewed,0,326,earthquake,4.6, New Zealand,165.1552,-46.8096,10.0,2022-02-07 06:02:53.356000+00:00,0,0,red
1649521756350,"Rat Islands, Aleutian Islands, Alaska",reviewed,1,500,earthquake,5.7, Aleutian Islands,178.7349,51.1489,22.0,2022-04-09 16:29:16.350000+00:00,2,2,green
1640655399497,South Sandwich Islands region,reviewed,0,298,earthquake,4.4,South Sandwich Islands region,-25.2769,-58.9034,35.0,2021-12-28 01:36:39.497000+00:00,0,3,pink
1601514014490,"3km ENE of Westmorland, CA",reviewed,0,147,earthquake,3.09,California,-115.5915,33.0503333,7.23,2020-10-01 01:00:14.490000+00:00,1,1,blue
1613557345973,"127 km WNW of Port-Vila, Vanuatu",reviewed,0,271,earthquake,4.2, Vanuatu,167.1912,-17.3268,10.0,2021-02-17 10:22:25.973000+00:00,0,0,red
1611144998436,"54 km ESE of Nikolski, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-168.1237,52.7327,40.98,2021-01-20 12:16:38.436000+00:00,1,1,blue
1606037733516,"90 km SSE of Sand Point, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-159.7422,54.6547,23.85,2020-11-22 09:35:33.516000+00:00,1,1,blue
1623905066054,Molucca Sea,reviewed,0,298,earthquake,4.4,Molucca Sea,126.5941,0.7105,10.0,2021-06-17 04:44:26.054000+00:00,0,0,red
1683079285522,"18 km WNW of Zigong, China",reviewed,0,246,earthquake,4.0, China,104.5963,29.3941,34.483,2023-05-03 02:01:25.522000+00:00,0,3,pink
1600215965930,south of the Kermadec Islands,reviewed,0,259,earthquake,4.1,south of the Kermadec Islands,-178.8746,-32.682,35.0,2020-09-16 00:26:05.930000+00:00,0,3,pink
1685352962380,Dominican Republic region,reviewed,0,234,earthquake,3.9,Dominican Republic region,-68.3638,19.0801,60.0,2023-05-29 09:36:02.380000+00:00,0,3,pink
1657670898230,"28 km S of Quequeña, Peru",reviewed,0,312,earthquake,4.5, Peru,-71.4438,-16.8195,10.0,2022-07-13 00:08:18.230000+00:00,0,0,red
1586982788022,"123 km SSW of Atka, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-174.9231,51.185,14.7,2020-04-15 20:33:08.022000+00:00,1,1,blue
1669698304620,Kermadec Islands region,reviewed,0,400,earthquake,5.1,Kermadec Islands region,-178.988,-31.1842,10.0,2022-11-29 05:05:04.620000+00:00,2,2,green
1609198692110,"5 km SSW of Indios, Puerto Rico",reviewed,0,183,earthquake,3.41, Puerto Rico,-66.8445,17.947,14.0,2020-12-28 23:38:12.110000+00:00,1,1,blue
1639290178463,South Sandwich Islands region,reviewed,0,271,earthquake,4.2,South Sandwich Islands region,-26.7342,-59.9778,30.33,2021-12-12 06:22:58.463000+00:00,0,3,pink
1640215378013,"213 km SW of La Cruz de Loreto, Mexico",reviewed,0,558,earthquake,6.0, Mexico,-107.0706,18.8369,10.0,2021-12-22 23:22:58.013000+00:00,2,2,green
1604789845727,Indian Ocean Triple Junction,reviewed,0,312,earthquake,4.5,Indian Ocean Triple Junction,69.8335,-25.4187,10.0,2020-11-07 22:57:25.727000+00:00,0,0,red
1682729433278,western Indian-Antarctic Ridge,reviewed,0,369,earthquake,4.9,western Indian-Antarctic Ridge,115.5072,-50.0964,10.0,2023-04-29 00:50:33.278000+00:00,2,2,green
1673453865683,southern East Pacific Rise,reviewed,0,518,earthquake,5.8,southern East Pacific Rise,-114.2216,-49.8496,10.0,2023-01-11 16:17:45.683000+00:00,2,2,green
1644111398358,"6 km W of Migliarino, Italy",reviewed,0,284,earthquake,4.3, Italy,10.2641,43.7664,10.0,2022-02-06 01:36:38.358000+00:00,0,0,red
1610892658780,"82 km N of Culebra, Puerto Rico",reviewed,0,172,earthquake,3.34, Puerto Rico,-65.298,19.044,34.0,2021-01-17 14:10:58.780000+00:00,1,1,blue
1647957748708,"76 km SW of Palaióchora, Greece",reviewed,0,284,earthquake,4.3, Greece,23.1571,34.6942,10.0,2022-03-22 14:02:28.708000+00:00,0,0,red
1642159464678,"63 km WNW of Antofagasta, Chile",reviewed,0,299,earthquake,4.4, Chile,-70.9556,-23.4111,23.59,2022-01-14 11:24:24.678000+00:00,0,0,red
1602748803430,"Bonin Islands, Japan region",reviewed,0,312,earthquake,4.5, Japan region,141.4544,27.6691,61.16,2020-10-15 08:00:03.430000+00:00,0,3,pink
1673988396263,Tonga region,reviewed,0,385,earthquake,5.0,Tonga region,-171.1753,-17.7325,10.0,2023-01-17 20:46:36.263000+00:00,2,2,green
1623066598307,"18 km WSW of Jayubó, Philippines",reviewed,0,341,earthquake,4.7, Philippines,122.2394,10.9641,10.0,2021-06-07 11:49:58.307000+00:00,0,0,red
1677780632365,"45 km W of Port-Olry, Vanuatu",reviewed,0,416,earthquake,5.2, Vanuatu,166.6459,-15.056,10.0,2023-03-02 18:10:32.365000+00:00,2,2,green
1596509985849,western Xizang,reviewed,0,326,earthquake,4.6,western Xizang,86.8848,33.0351,10.0,2020-08-04 02:59:45.849000+00:00,0,0,red
1659010434725,"83 km SSE of Atka, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-173.5748,51.551,43.103,2022-07-28 12:13:54.725000+00:00,0,3,pink
1666587038557,"110 km NE of Hihifo, Tonga",reviewed,0,340,earthquake,4.7, Tonga,-173.1815,-15.1573,10.0,2022-10-24 04:50:38.557000+00:00,0,0,red
1623128287839,"93 km NW of Vallenar, Chile",reviewed,0,246,earthquake,4.0, Chile,-71.5045,-28.0555,17.17,2021-06-08 04:58:07.839000+00:00,0,0,red
1601521726766,"119 km ENE of Cortes, Philippines",reviewed,0,298,earthquake,4.4, Philippines,127.2006,9.6862,10.0,2020-10-01 03:08:46.766000+00:00,0,0,red
1615511902123,"Papua, Indonesia",reviewed,0,416,earthquake,5.2, Indonesia,138.2909,-4.7072,10.0,2021-03-12 01:18:22.123000+00:00,2,2,green
1584769550620,"7 km SE of Maria Antonia, Puerto Rico",reviewed,0,161,earthquake,3.23, Puerto Rico,-66.8486,17.9216,10.0,2020-03-21 05:45:50.620000+00:00,1,1,blue
1652261971532,"14 km NE of Port-Olry, Vanuatu",reviewed,0,271,earthquake,4.2, Vanuatu,167.1468,-14.9351,39.48,2022-05-11 09:39:31.532000+00:00,0,3,pink
1643450467670,"119 km ESE of Akutan, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-164.0359,53.8183,35.0,2022-01-29 10:01:07.670000+00:00,1,1,blue
1637641428311,"239 km NNW of Tobelo, Indonesia",reviewed,0,326,earthquake,4.6, Indonesia,126.9506,3.6149,51.46,2021-11-23 04:23:48.311000+00:00,0,3,pink
1656678851856,South Sandwich Islands region,reviewed,0,298,earthquake,4.4,South Sandwich Islands region,-25.3249,-58.8818,34.64,2022-07-01 12:34:11.856000+00:00,0,3,pink
1635533694725,"130 km WNW of Tual, Indonesia",reviewed,0,284,earthquake,4.3, Indonesia,131.624,-5.2958,49.09,2021-10-29 18:54:54.725000+00:00,0,3,pink
1587699202969,"5 km WSW of Orzu, Tajikistan",reviewed,0,298,earthquake,4.4, Tajikistan,68.7628,37.529,10.0,2020-04-24 03:33:22.969000+00:00,0,0,red
1621605400871,"29 km NNW of Dali, China",reviewed,0,385,earthquake,5.0, China,100.1301,25.838,10.0,2021-05-21 13:56:40.871000+00:00,2,2,green
1623847954510,"125 km N of Charlotte Amalie, U.S. Virgin Islands",reviewed,0,277,earthquake,4.24, U.S. Virgin Islands,-64.8555,19.4713,30.0,2021-06-16 12:52:34.510000+00:00,0,3,pink
1673421151457,"7 km WNW of Binubusan, Philippines",reviewed,0,312,earthquake,4.5, Philippines,120.5752,13.9966,10.557,2023-01-11 07:12:31.457000+00:00,0,0,red
1581620058855,"50 km SE of Palu, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,120.1908,-1.2331,10.0,2020-02-13 18:54:18.855000+00:00,0,0,red
1640435953730,"124 km SSE of Hihifo, Tonga",reviewed,0,484,earthquake,5.6, Tonga,-173.49,-17.0419,42.98,2021-12-25 12:39:13.730000+00:00,2,2,green
1688298337240,"101 km NNE of Cruz Bay, U.S. Virgin Islands",reviewed,0,181,earthquake,3.43, U.S. Virgin Islands,-64.5658333333333,19.2266666666667,25.14,2023-07-02 11:45:37.240000+00:00,1,1,blue
1674059296580,"3 km S of Cabitan, Philippines",reviewed,0,298,earthquake,4.4, Philippines,123.3359,12.2666,10.0,2023-01-18 16:28:16.580000+00:00,0,0,red
1671709795860,"6km NW of Petrolia, CA",reviewed,0,229,earthquake,3.79,California,-124.3346667,40.3601667,28.71,2022-12-22 11:49:55.860000+00:00,1,1,blue
1598610673138,"9 km SSE of Labuan, Indonesia",reviewed,0,271,earthquake,4.2, Indonesia,105.864,-6.4614,65.97,2020-08-28 10:31:13.138000+00:00,0,3,pink
1670416233149,Molucca Sea,reviewed,0,369,earthquake,4.9,Molucca Sea,125.5433,0.7937,51.735,2022-12-07 12:30:33.149000+00:00,2,3,pink
1642771948606,"91 km SSW of F?r?z?b?d, Iran",reviewed,0,298,earthquake,4.4, Iran,52.1553,28.1076,10.0,2022-01-21 13:32:28.606000+00:00,0,0,red
1676872238430,South Sandwich Islands region,reviewed,0,312,earthquake,4.5,South Sandwich Islands region,-28.0684,-55.456,35.0,2023-02-20 05:50:38.430000+00:00,0,3,pink
1611121552338,central East Pacific Rise,reviewed,0,326,earthquake,4.6,central East Pacific Rise,-103.8116,-3.4854,10.0,2021-01-20 05:45:52.338000+00:00,0,0,red
1599631213553,"3 km WSW of Marlboro, New Jersey",reviewed,0,628,earthquake,3.1, New Jersey,-74.2892,40.3023,5.61,2020-09-09 06:00:13.553000+00:00,2,2,green
1652079130700,"61 km NE of Cruz Bay, U.S. Virgin Islands",reviewed,0,218,earthquake,3.76, U.S. Virgin Islands,-64.3395,18.6793,49.0,2022-05-09 06:52:10.700000+00:00,1,3,pink
1606161275322,"251 km ESE of Yamada, Japan",reviewed,0,298,earthquake,4.4, Japan,144.8003,38.9957,10.0,2020-11-23 19:54:35.322000+00:00,0,0,red
1603616791922,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,178,earthquake,3.4, Aleutian Islands,178.3054,50.6295,30.17,2020-10-25 09:06:31.922000+00:00,1,1,blue
1610403601739,"32 km WSW of Turt, Mongolia",reviewed,0,298,earthquake,4.4, Mongolia,100.2703,51.3556,10.0,2021-01-11 22:20:01.739000+00:00,0,0,red
1603146011488,"106 km SSE of Sand Point, Alaska",reviewed,0,354,earthquake,4.8, Alaska,-159.6659,54.509,27.04,2020-10-19 22:20:11.488000+00:00,0,0,red
1672041678415,"93 km WNW of Ambon, Indonesia",reviewed,0,298,earthquake,4.4, Indonesia,127.3559,-3.5198,10.0,2022-12-26 08:01:18.415000+00:00,0,0,red
1650337204431,"68 km ESE of Santiago, Philippines",reviewed,0,312,earthquake,4.5, Philippines,127.1518,7.0707,10.0,2022-04-19 03:00:04.431000+00:00,0,0,red
1655819276845,Kermadec Islands region,reviewed,0,259,earthquake,4.1,Kermadec Islands region,-176.9407,-28.1071,32.793,2022-06-21 13:47:56.845000+00:00,0,3,pink
1627816666721,"186 km SSE of Atka, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-172.9783,50.7033,29.63,2021-08-01 11:17:46.721000+00:00,1,1,blue
1660334404319,"148 km W of Yachats, Oregon",reviewed,0,246,earthquake,4.0, Oregon,-125.9475,44.4831,10.0,2022-08-12 20:00:04.319000+00:00,0,0,red
1667778668494,"southwestern Ryukyu Islands, Japan",reviewed,0,246,earthquake,4.0, Japan,125.1022,23.7196,10.0,2022-11-06 23:51:08.494000+00:00,0,0,red
1599497276420,"1 km S of Guánica, Puerto Rico",reviewed,0,164,earthquake,3.26, Puerto Rico,-66.909,17.9603,12.0,2020-09-07 16:47:56.420000+00:00,1,1,blue
1649047317799,"77 km S of Koróni, Greece",reviewed,0,271,earthquake,4.2, Greece,22.0545,36.1009,35.0,2022-04-04 04:41:57.799000+00:00,0,3,pink
1638829249796,south of Alaska,reviewed,0,259,earthquake,4.1,south of Alaska,-155.9644,55.6849,28.4,2021-12-06 22:20:49.796000+00:00,0,3,pink
1606837455348,western Xizang,reviewed,0,246,earthquake,4.0,western Xizang,88.4267,33.7022,10.0,2020-12-01 15:44:15.348000+00:00,0,0,red
1637009318619,Southwest Indian Ridge,reviewed,0,340,earthquake,4.7,Southwest Indian Ridge,50.9978,-37.6529,10.0,2021-11-15 20:48:38.619000+00:00,0,0,red
1674858170120,"near the north coast of Papua, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,139.1736,-2.0886,27.51,2023-01-27 22:22:50.120000+00:00,0,0,red
1627102281158,"50 km SW of Puerto El Triunfo, El Salvador",reviewed,0,326,earthquake,4.6, El Salvador,-88.89,12.9709,61.61,2021-07-24 04:51:21.158000+00:00,0,3,pink
1629259046849,South Sandwich Islands region,reviewed,0,340,earthquake,4.7,South Sandwich Islands region,-25.5193,-58.1777,40.0,2021-08-18 03:57:26.849000+00:00,0,3,pink
1677780632365,"45 km W of Port-Olry, Vanuatu",reviewed,0,416,earthquake,5.2, Vanuatu,166.6459,-15.056,10.0,2023-03-02 18:10:32.365000+00:00,2,2,green
1589630063370,"39 km SE of Mina, Nevada",reviewed,0,222,earthquake,3.8, Nevada,-117.7349,38.1929,11.3,2020-05-16 11:54:23.370000+00:00,1,1,blue
1630541262878,Kermadec Islands region,reviewed,0,246,earthquake,4.0,Kermadec Islands region,-176.649,-29.9859,10.0,2021-09-02 00:07:42.878000+00:00,0,0,red
1649423096676,"53 km NNE of Nanao, Japan",reviewed,0,298,earthquake,4.4, Japan,137.229,37.4838,9.75,2022-04-08 13:04:56.676000+00:00,0,0,red
1684539969682,"7 km WSW of Paralía Vérgas, Greece",reviewed,0,149,earthquake,3.1, Greece,22.0873,36.9758,5.197,2023-05-19 23:46:09.682000+00:00,1,1,blue
1646140469417,Philippine Islands region,reviewed,0,284,earthquake,4.3,Philippine Islands region,119.9796,19.36,10.0,2022-03-01 13:14:29.417000+00:00,0,0,red
1677799920251,"149 km SW of Akhiok, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-155.625,55.8706,10.8,2023-03-02 23:32:00.251000+00:00,1,1,blue
1662568092620,"19 km SSE of Azzaba, Algeria",reviewed,0,271,earthquake,4.2, Algeria,7.1699,36.574,10.0,2022-09-07 16:28:12.620000+00:00,0,0,red
1684482740123,southeast of the Loyalty Islands,reviewed,0,326,earthquake,4.6,southeast of the Loyalty Islands,171.1156,-23.2712,10.0,2023-05-19 07:52:20.123000+00:00,0,0,red
1578538144730,"2 km WSW of Tallaboa, Puerto Rico",reviewed,0,178,earthquake,3.4, Puerto Rico,-66.738,17.9852,10.0,2020-01-09 02:49:04.730000+00:00,1,1,blue
1644391319088,"54 km NW of Nuku‘alofa, Tonga",reviewed,0,369,earthquake,4.9, Tonga,-175.5152,-20.7425,10.0,2022-02-09 07:21:59.088000+00:00,2,2,green
1619642169654,Kermadec Islands region,reviewed,0,298,earthquake,4.4,Kermadec Islands region,-177.3605,-28.3689,10.0,2021-04-28 20:36:09.654000+00:00,0,0,red
1667687092738,"121 km N of The Valley, Anguilla",reviewed,0,148,earthquake,3.1, Anguilla,-63.2145,19.3005,39.126,2022-11-05 22:24:52.738000+00:00,1,1,blue
1628892618682,South Sandwich Islands region,reviewed,0,312,earthquake,4.5,South Sandwich Islands region,-24.9826,-58.0092,17.67,2021-08-13 22:10:18.682000+00:00,0,0,red
1652151004957,"68 km SW of Tari, Papua New Guinea",reviewed,0,326,earthquake,4.6, Papua New Guinea,142.5215,-6.2903,10.0,2022-05-10 02:50:04.957000+00:00,0,0,red
